10,0
9.98875,15
9.97027,14.6456
9.94464,14.4009
9.91201,14.1483
9.87249,13.889
9.82623,13.6233
9.77337,13.3516
9.71403,13.074
9.64837,12.791
9.57653,12.5028
9.49866,12.2096
9.41491,11.9119
9.32543,11.6098
9.23037,11.3037
9.1299,10.9939
9.02416,10.6806
8.91332,10.3641
8.79753,10.0447
8.67697,9.7228
8.55179,9.39852
8.42215,9.0722
8.28822,8.74411
8.15017,8.41452
8.00816,8.08369
7.86236,7.7519
7.71292,7.41941
7.56003,7.08646
7.40385,6.75333
7.24454,6.42025
7.08227,6.08748
6.9172,5.75525
6.74951,5.42382
6.57935,5.0934
6.40689,4.76424
6.23229,4.43656
6.05572,4.11057
5.87734,3.78651
5.69731,3.46457
5.51578,3.14496
5.33292,2.8279
5.14888,2.51357
4.96382,2.20216
4.77789,1.89387
4.59124,1.58888
4.40402,1.28736
4.21638,0.989481
4.02847,0.695414
3.84043,0.40532
3.6524,0.119351
3.46452,-0.162341
3.27693,-0.439613
3.08976,-0.712325
2.90315,-0.980343
2.71723,-1.24354
2.53212,-1.5018
2.34796,-1.75499
2.16486,-2.00302
1.98294,-2.24576
1.80232,-2.48313
1.62312,-2.71503
1.44545,-2.94137
1.26941,-3.16206
1.09511,-3.37703
0.922661,-3.58621
0.752156,-3.78952
0.583694,-3.98691
0.417369,-4.17832
0.253272,-4.3637
0.0914916,-4.543
-0.0678875,-4.71618
-0.224783,-4.88321
-0.379117,-5.04405
-0.530812,-5.19868
-0.679797,-5.34709
-0.826002,-5.48924
-0.96936,-5.62515
-1.10981,-5.75479
-1.24729,-5.87817
-1.38174,-5.99528
-1.51311,-6.10615
-1.64135,-6.21079
-1.76641,-6.3092
-1.88824,-6.40141
-2.00682,-6.48745
-2.12208,-6.56735
-2.23401,-6.64115
-2.34257,-6.70887
-2.44772,-6.77056
-2.54945,-6.82628
-2.64773,-6.87606
-2.74254,-6.91996
-2.83386,-6.95804
-2.92168,-6.99037
-3.00598,-7.01699
-3.08675,-7.03799
-3.164,-7.05343
-3.23771,-7.06338
-3.30789,-7.06792
-3.37453,-7.06713
-3.43765,-7.0611
-3.49724,-7.0499
-3.55332,-7.03362
-3.6059,-7.01236
-3.65499,-6.9862
-3.70061,-6.95524
-3.74278,-6.91958
-3.78152,-6.87931
-3.81686,-6.83453
-3.84881,-6.78535
-3.87742,-6.73188
-3.9027,-6.6742
-3.92468,-6.61244
-3.94342,-6.5467
-3.95893,-6.47709
-3.97126,-6.40373
-3.98044,-6.32671
-3.98652,-6.24616
-3.98954,-6.1622
-3.98955,-6.07492
-3.98658,-5.98446
-3.98069,-5.89093
-3.97193,-5.79443
-3.96035,-5.6951
-3.946,-5.59304
-3.92893,-5.48838
-3.90919,-5.38124
-3.88685,-5.27172
-3.86195,-5.15995
-3.83456,-5.04604
-3.80473,-4.93012
-3.77253,-4.8123
-3.73801,-4.69269
-3.70123,-4.57142
-3.66226,-4.44859
-3.62116,-4.32433
-3.578,-4.19875
-3.53282,-4.07196
-3.48571,-3.94407
-3.43672,-3.8152
-3.38593,-3.68546
-3.33338,-3.55495
-3.27916,-3.42379
-3.22333,-3.29209
-3.16595,-3.15994
-3.10708,-3.02746
-3.04681,-2.89475
-2.98518,-2.76191
-2.92228,-2.62904
-2.85816,-2.49624
-2.79289,-2.36361
-2.72653,-2.23125
-2.65917,-2.09924
-2.59085,-1.96769
-2.52164,-1.83668
-2.45162,-1.70631
-2.38083,-1.57665
-2.30936,-1.4478
-2.23726,-1.31984
-2.16459,-1.19285
-2.09143,-1.06691
-2.01782,-0.942104
-1.94383,-0.818497
-1.86953,-0.696168
-1.79497,-0.575187
-1.72021,-0.455626
-1.64531,-0.33755
-1.57033,-0.221025
-1.49533,-0.106114
-1.42036,0.00712102
-1.34547,0.118623
-1.27073,0.228334
-1.19618,0.336201
-1.12188,0.442171
-1.04788,0.546194
-0.974226,0.648223
-0.900974,0.748212
-0.828169,0.846118
-0.755858,0.9419
-0.684089,1.03552
-0.612907,1.12694
-0.542354,1.21612
-0.472475,1.30304
-0.403311,1.38766
-0.334903,1.46996
-0.267289,1.5499
-0.200508,1.62748
-0.134598,1.70265
-0.0695936,1.77541
-0.00552959,1.84574
0.0575606,1.91363
0.119645,1.97905
0.180693,2.042
0.240674,2.10247
0.29956,2.16045
0.357325,2.21594
0.413942,2.26893
0.469387,2.31942
0.523636,2.36742
0.576667,2.41292
0.628459,2.45593
0.678993,2.49646
0.728251,2.53451
0.776214,2.57009
0.822867,2.60322
0.868196,2.6339
0.912187,2.66216
0.954827,2.688
0.996106,2.71145
1.03601,2.73252
1.07454,2.75123
1.11168,2.76761
1.14742,2.78168
1.18177,2.79347
1.21471,2.803
1.24624,2.81029
1.27637,2.81538
1.30508,2.8183
1.33239,2.81908
1.35829,2.81775
1.38278,2.81433
1.40586,2.80888
1.42755,2.80142
1.44785,2.79199
1.46675,2.78062
1.48428,2.76736
1.50044,2.75224
1.51523,2.7353
1.52867,2.71658
1.54076,2.69613
1.55152,2.67399
1.56097,2.65019
1.56911,2.62478
1.57595,2.59781
1.58152,2.56931
1.58583,2.53934
1.58889,2.50793
1.59072,2.47514
1.59134,2.441
1.59076,2.40557
1.58901,2.36889
1.58611,2.33101
1.58206,2.29197
1.5769,2.25182
1.57065,2.2106
1.56332,2.16837
1.55495,2.12517
1.54554,2.08105
1.53512,2.03606
1.52372,1.99023
1.51136,1.94362
1.49807,1.89628
1.48386,1.84825
1.46877,1.79957
1.45281,1.7503
1.43601,1.70048
1.41841,1.65015
1.40001,1.59937
1.38085,1.54816
1.36096,1.49659
1.34036,1.44469
1.31908,1.39251
1.29714,1.34008
1.27456,1.28746
1.25139,1.23469
1.22763,1.1818
1.20333,1.12884
1.1785,1.07585
1.15317,1.02286
1.12737,0.969926
1.10113,0.917075
1.07446,0.864348
1.04741,0.811783
1.01998,0.759415
0.99222,0.707282
0.964142,0.655418
0.935774,0.603858
0.907143,0.552636
0.878274,0.501784
0.849192,0.451335
0.819921,0.40132
0.790487,0.351769
0.760914,0.302714
0.731226,0.254181
0.701447,0.206201
0.671601,0.158799
0.64171,0.112002
0.611798,0.0658369
0.581886,0.0203271
0.551999,-0.0245031
0.522157,-0.0686308
0.492381,-0.112034
0.462694,-0.154691
0.433115,-0.196582
0.403666,-0.237687
0.374365,-0.277987
0.345233,-0.317466
0.316289,-0.356106
0.287551,-0.393891
0.259038,-0.430805
0.230768,-0.466836
0.202757,-0.501969
0.175022,-0.536193
0.147581,-0.569495
0.120449,-0.601864
0.0936413,-0.633292
0.0671731,-0.663768
0.041059,-0.693285
0.0153129,-0.721836
-0.0100516,-0.749413
-0.0350214,-0.776012
-0.0595841,-0.801627
-0.0837274,-0.826255
-0.10744,-0.849891
-0.13071,-0.872534
-0.153528,-0.894182
-0.175884,-0.914834
-0.197767,-0.93449
-0.219169,-0.95315
-0.240082,-0.970816
-0.260496,-0.98749
-0.280405,-1.00317
-0.299801,-1.01787
-0.318678,-1.03159
-0.33703,-1.04433
-0.35485,-1.05609
-0.372135,-1.06689
-0.388878,-1.07674
-0.405077,-1.08563
-0.420727,-1.09357
-0.435825,-1.10059
-0.450368,-1.10667
-0.464353,-1.11184
-0.47778,-1.1161
-0.490646,-1.11947
-0.502951,-1.12195
-0.514693,-1.12356
-0.525873,-1.12431
-0.536491,-1.12421
-0.546547,-1.12327
-0.556043,-1.12151
-0.564981,-1.11895
-0.573361,-1.11559
-0.581187,-1.11145
-0.58846,-1.10655
-0.595185,-1.1009
-0.601364,-1.09451
-0.607001,-1.08741
-0.6121,-1.07961
-0.616665,-1.07112
-0.620702,-1.06197
-0.624216,-1.05216
-0.627211,-1.04172
-0.629693,-1.03067
-0.631669,-1.01902
-0.633145,-1.00678
-0.634127,-0.993986
-0.634622,-0.980645
-0.634637,-0.966777
-0.634179,-0.952402
-0.633256,-0.937537
-0.631876,-0.922202
-0.630047,-0.906414
-0.627776,-0.890192
-0.625074,-0.873555
-0.621947,-0.856522
-0.618404,-0.839112
-0.614456,-0.821342
-0.610111,-0.803233
-0.605377,-0.784802
-0.600266,-0.766068
-0.594785,-0.74705
-0.588946,-0.727767
-0.582757,-0.708236
-0.576229,-0.688476
-0.569372,-0.668505
-0.562196,-0.648341
-0.55471,-0.628003
-0.546926,-0.607507
-0.538854,-0.586873
-0.530504,-0.566116
-0.521887,-0.545255
-0.513012,-0.524306
-0.503892,-0.503287
-0.494535,-0.482214
-0.484953,-0.461104
-0.475157,-0.439973
-0.465156,-0.418837
-0.454962,-0.397712
-0.444584,-0.376613
-0.434034,-0.355556
-0.423322,-0.334556
-0.412459,-0.313628
-0.401454,-0.292785
-0.390319,-0.272043
-0.379063,-0.251414
-0.367697,-0.230914
-0.35623,-0.210554
-0.344673,-0.190349
-0.333037,-0.17031
-0.321329,-0.150451
-0.309562,-0.130782
-0.297744,-0.111317
-0.285884,-0.0920654
-0.273993,-0.0730394
-0.262079,-0.0542496
-0.250152,-0.0357061
-0.238221,-0.0174192
-0.226295,0.000601624
-0.214382,0.0183469
-0.202492,0.0358076
-0.190632,0.0529752
-0.178811,0.0698412
-0.167038,0.0863979
