10,-0.00132061
9.84969,10
9.64673,6.84354
9.39418,5.58752
9.10441,4.34306
8.78673,3.30913
8.44909,2.43301
8.09818,1.69639
7.73954,1.07986
7.37781,0.566906
7.01676,0.143083
6.65949,-0.204199
6.30849,-0.4859
5.96573,-0.711552
5.63276,-0.889435
5.31073,-1.02673
5.00053,-1.12968
4.70272,-1.20366
4.4177,-1.25333
4.14565,-1.28272
3.88662,-1.29528
3.64053,-1.294
3.40718,-1.28143
3.18632,-1.25974
2.97763,-1.23082
2.78072,-1.19624
2.5952,-1.15736
2.42062,-1.1153
2.25652,-1.07103
2.10246,-1.02534
1.95794,-0.97891
1.82252,-0.932283
1.69573,-0.885911
1.57711,-0.84016
1.46621,-0.795325
1.36262,-0.751636
1.26591,-0.709272
1.17567,-0.668368
1.09153,-0.629019
1.01311,-0.591291
0.940069,-0.555223
0.87206,-0.52083
0.808769,-0.488112
0.749893,-0.457052
0.695147,-0.427624
0.644258,-0.399789
0.596974,-0.373502
0.553053,-0.348715
0.512269,-0.325372
0.474409,-0.303416
0.439274,-0.282788
0.406676,-0.263429
0.37644,-0.245276
0.348402,-0.228272
0.322408,-0.212356
0.298315,-0.19747
0.275987,-0.183558
0.2553,-0.170566
0.236137,-0.158439
0.218389,-0.147127
0.201953,-0.136581
0.186736,-0.126755
0.172649,-0.117604
0.159611,-0.109085
0.147545,-0.101158
0.136379,-0.0937856
0.126049,-0.0869313
0.116492,-0.0805609
0.107652,-0.0746425
0.099476,-0.0691457
0.091915,-0.0640422
0.0849234,-0.0593051
0.0784588,-0.0549094
0.0724823,-0.0508316
0.0669572,-0.0470497
0.0618501,-0.0435429
0.0571297,-0.0402921
0.052767,-0.0372792
0.0487352,-0.0344874
0.0450094,-0.0319009
0.0415668,-0.0295051
0.0383859,-0.0272863
0.0354471,-0.0252318
0.032732,-0.0233297
0.0302238,-0.0215691
0.0279069,-0.0199395
0.0257668,-0.0184315
0.02379,-0.0170361
0.0219643,-0.0157452
0.020278,-0.014551
0.0187207,-0.0134464
0.0172826,-0.0124249
0.0159545,-0.0114802
0.0147282,-0.0106067
0.0135958,-0.00979907
0.0125502,-0.00905243
0.0115847,-0.00836223
0.0106933,-0.00772425
0.00987031,-0.00713459
0.00911048,-0.00658964
0.008409,-0.00608603
0.0077614,-0.00562067
0.00716355,-0.00519068
0.00661165,-0.00479339
0.00610218,-0.00442634
0.00563189,-0.00408725
0.00519777,-0.003774
0.00479704,-0.00348465
0.00442716,-0.00321737
0.00408575,-0.00297051
0.00377062,-0.00274251
0.00347976,-0.00253193
0.0032113,-0.00233746
0.00296352,-0.00215788
0.00273484,-0.00199204
0.00252377,-0.0018389
0.00232898,-0.0016975
0.0021492,-0.00156693
0.00198328,-0.00144638
0.00183016,-0.00133508
0.00168884,-0.00123232
0.00155843,-0.00113744
0.00143807,-0.00104986
0.00132701,-0.000968998
0.00122451,-0.000894352
0.00112992,-0.000825444
0.00104263,-0.000761834
0.000962083,-0.000703115
0.000887751,-0.000648914
0.000819158,-0.000598883
0.000755861,-0.000552703
0.000697452,-0.000510077
0.000643553,-0.000470733
0.000593817,-0.00043442
0.000547923,-0.000400903
0.000505573,-0.000369969
0.000466495,-0.000341418
0.000430436,-0.000315068
0.000397163,-0.000290748
0.00036646,-0.000268304
0.00033813,-0.00024759
0.000311989,-0.000228474
0.000287868,-0.000210832
0.000265611,-0.00019455
0.000245074,-0.000179525
0.000226125,-0.000165659
0.00020864,-0.000152864
0.000192507,-0.000141055
0.000177621,-0.000130158
0.000163885,-0.000120102
0.000151212,-0.000110823
0.000139518,-0.00010226
0.000128728,-9.4358e-05
0.000118773,-8.70663e-05
0.000109587,-8.03378e-05
0.000101111,-7.41289e-05
9.32912e-05,-6.83995e-05
8.60757e-05,-6.31128e-05
7.94181e-05,-5.82344e-05
7.32754e-05,-5.37329e-05
6.76077e-05,-4.95792e-05
6.23783e-05,-4.57464e-05
5.75533e-05,-4.22098e-05
5.31015e-05,-3.89465e-05
4.89939e-05,-3.59354e-05
4.52041e-05,-3.3157e-05
4.17073e-05,-3.05933e-05
3.8481e-05,-2.82277e-05
3.55042e-05,-2.60451e-05
3.27577e-05,-2.40311e-05
3.02236e-05,-2.21728e-05
2.78855e-05,-2.04581e-05
2.57283e-05,-1.88761e-05
2.37379e-05,-1.74163e-05
2.19015e-05,-1.60694e-05
2.02072e-05,-1.48266e-05
1.86439e-05,-1.36799e-05
1.72015e-05,-1.26219e-05
1.58708e-05,-1.16457e-05
1.46429e-05,-1.07449e-05
1.35101e-05,-9.91387e-06
1.24648e-05,-9.14706e-06
1.15005e-05,-8.43955e-06
1.06107e-05,-7.78675e-06
9.78979e-06,-7.18444e-06
9.03238e-06,-6.62871e-06
8.33356e-06,-6.11595e-06
7.6888e-06,-5.64286e-06
7.09392e-06,-5.20635e-06
6.54507e-06,-4.80361e-06
6.03868e-06,-4.43202e-06
5.57146e-06,-4.08916e-06
5.14039e-06,-3.77283e-06
4.74268e-06,-3.48097e-06
4.37573e-06,-3.21168e-06
4.03717e-06,-2.96322e-06
3.72481e-06,-2.73398e-06
3.43661e-06,-2.52247e-06
3.17071e-06,-2.32732e-06
2.92538e-06,-2.14727e-06
